school,conference,school_id,year,division,conference_id,abbreviation
A&M-Corpus Christi,Independent,26172,2003,1,0,AMCC
A&M-Corpus Christi,Independent,26172,2004,1,0,AMCC
A&M-Corpus Christi,Independent,26172,2005,1,0,AMCC
A&M-Corpus Christi,Independent,26172,2006,1,0,AMCC
A&M-Corpus Christi,Southland,26172,2007,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2008,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2009,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2010,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2011,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2012,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2013,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2014,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2015,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2016,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2017,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2018,1,914,AMCC
A&M-Corpus Christi,Southland,26172,2019,1,914,AMCC
Abilene Christian,Southland,2,2014,1,914,ACU
Abilene Christian,Southland,2,2015,1,914,ACU
Abilene Christian,Southland,2,2016,1,914,ACU
Abilene Christian,Southland,2,2017,1,914,ACU
Abilene Christian,Southland,2,2018,1,914,ACU
Abilene Christian,Southland,2,2019,1,914,ACU
Air Force,MWC,721,2002,1,5486,AFA
Air Force,MWC,721,2003,1,5486,AFA
Air Force,MWC,721,2004,1,5486,AFA
Air Force,MWC,721,2005,1,5486,AFA
Air Force,MWC,721,2006,1,5486,AFA
Air Force,MWC,721,2007,1,5486,AFA
Air Force,MWC,721,2008,1,5486,AFA
Air Force,MWC,721,2009,1,5486,AFA
Air Force,MWC,721,2010,1,5486,AFA
Air Force,MWC,721,2011,1,5486,AFA
Air Force,MWC,721,2012,1,5486,AFA
Air Force,MWC,721,2013,1,5486,AFA
Air Force,MWC,721,2014,1,5486,AFA
Air Force,MWC,721,2015,1,5486,AFA
Air Force,MWC,721,2016,1,5486,AFA
Air Force,MWC,721,2017,1,5486,AFA
Air Force,MWC,721,2018,1,5486,AFA
Air Force,MWC,721,2019,1,5486,AFA
Akron,MAC,5,2002,1,875,NA
Akron,MAC,5,2003,1,875,NA
Akron,MAC,5,2004,1,875,NA
Akron,MAC,5,2005,1,875,NA
Akron,MAC,5,2006,1,875,NA
Akron,MAC,5,2007,1,875,NA
Akron,MAC,5,2008,1,875,NA
Akron,MAC,5,2009,1,875,NA
Akron,MAC,5,2010,1,875,NA
Akron,MAC,5,2011,1,875,NA
Akron,MAC,5,2012,1,875,NA
Akron,MAC,5,2013,1,875,NA
Akron,MAC,5,2014,1,875,NA
Akron,MAC,5,2015,1,875,NA
Akron,MAC,5,2016,1,875,NA
Alabama,SEC,8,2002,1,911,ALA
Alabama,SEC,8,2003,1,911,ALA
Alabama,SEC,8,2004,1,911,ALA
Alabama,SEC,8,2005,1,911,ALA
Alabama,SEC,8,2006,1,911,ALA
Alabama,SEC,8,2007,1,911,ALA
Alabama,SEC,8,2008,1,911,ALA
Alabama,SEC,8,2009,1,911,ALA
Alabama,SEC,8,2010,1,911,ALA
Alabama,SEC,8,2011,1,911,ALA
Alabama,SEC,8,2012,1,911,ALA
Alabama,SEC,8,2013,1,911,ALA
Alabama,SEC,8,2014,1,911,ALA
Alabama,SEC,8,2015,1,911,ALA
Alabama,SEC,8,2016,1,911,ALA
Alabama,SEC,8,2017,1,911,ALA
Alabama,SEC,8,2018,1,911,ALA
Alabama,SEC,8,2019,1,911,ALA
Alabama A&M,SWAC,6,2002,1,916,AAMU
Alabama A&M,SWAC,6,2003,1,916,AAMU
Alabama A&M,SWAC,6,2004,1,916,AAMU
Alabama A&M,SWAC,6,2005,1,916,AAMU
Alabama A&M,SWAC,6,2006,1,916,AAMU
Alabama A&M,SWAC,6,2007,1,916,AAMU
Alabama A&M,SWAC,6,2008,1,916,AAMU
Alabama A&M,SWAC,6,2009,1,916,AAMU
Alabama A&M,SWAC,6,2010,1,916,AAMU
Alabama A&M,SWAC,6,2011,1,916,AAMU
Alabama A&M,SWAC,6,2012,1,916,AAMU
Alabama A&M,SWAC,6,2013,1,916,AAMU
Alabama A&M,SWAC,6,2014,1,916,AAMU
Alabama A&M,SWAC,6,2015,1,916,AAMU
Alabama A&M,SWAC,6,2016,1,916,AAMU
Alabama A&M,SWAC,6,2017,1,916,AAMU
Alabama A&M,SWAC,6,2018,1,916,AAMU
Alabama A&M,SWAC,6,2019,1,916,AAMU
Alabama St.,SWAC,7,2002,1,916,ALST
Alabama St.,SWAC,7,2003,1,916,ALST
Alabama St.,SWAC,7,2004,1,916,ALST
Alabama St.,SWAC,7,2005,1,916,ALST
Alabama St.,SWAC,7,2006,1,916,ALST
Alabama St.,SWAC,7,2007,1,916,ALST
Alabama St.,SWAC,7,2008,1,916,ALST
Alabama St.,SWAC,7,2009,1,916,ALST
Alabama St.,SWAC,7,2010,1,916,ALST
Alabama St.,SWAC,7,2011,1,916,ALST
Alabama St.,SWAC,7,2012,1,916,ALST
Alabama St.,SWAC,7,2013,1,916,ALST
Alabama St.,SWAC,7,2014,1,916,ALST
Alabama St.,SWAC,7,2015,1,916,ALST
Alabama St.,SWAC,7,2016,1,916,ALST
Alabama St.,SWAC,7,2017,1,916,ALST
Alabama St.,SWAC,7,2018,1,916,ALST
Alabama St.,SWAC,7,2019,1,916,ALST
Albany (NY),America East,14,2002,1,845,ALBY
Albany (NY),America East,14,2003,1,845,ALBY
Albany (NY),America East,14,2004,1,845,ALBY
Albany (NY),America East,14,2005,1,845,ALBY
Albany (NY),America East,14,2006,1,845,ALBY
Albany (NY),America East,14,2007,1,845,ALBY
Albany (NY),America East,14,2008,1,845,ALBY
Albany (NY),America East,14,2009,1,845,ALBY
Albany (NY),America East,14,2010,1,845,ALBY
Albany (NY),America East,14,2011,1,845,ALBY
Albany (NY),America East,14,2012,1,845,ALBY
Albany (NY),America East,14,2013,1,845,ALBY
Albany (NY),America East,14,2014,1,845,ALBY
Albany (NY),America East,14,2015,1,845,ALBY
Albany (NY),America East,14,2016,1,845,ALBY
Albany (NY),America East,14,2017,1,845,ALBY
Albany (NY),America East,14,2018,1,845,ALBY
Albany (NY),America East,14,2019,1,845,ALBY
Alcorn,SWAC,17,2002,1,916,ALCN
Alcorn,SWAC,17,2003,1,916,ALCN
Alcorn,SWAC,17,2004,1,916,ALCN
Alcorn,SWAC,17,2005,1,916,ALCN
Alcorn,SWAC,17,2006,1,916,ALCN
Alcorn,SWAC,17,2007,1,916,ALCN
Alcorn,SWAC,17,2008,1,916,ALCN
Alcorn,SWAC,17,2009,1,916,ALCN
Alcorn,SWAC,17,2010,1,916,ALCN
Alcorn,SWAC,17,2011,1,916,ALCN
Alcorn,SWAC,17,2012,1,916,ALCN
Alcorn,SWAC,17,2013,1,916,ALCN
Alcorn,SWAC,17,2014,1,916,ALCN
Alcorn,SWAC,17,2015,1,916,ALCN
Alcorn,SWAC,17,2016,1,916,ALCN
Alcorn,SWAC,17,2017,1,916,ALCN
Alcorn,SWAC,17,2018,1,916,ALCN
Alcorn,SWAC,17,2019,1,916,ALCN
Appalachian St.,SoCon,27,2002,1,912,APST
Appalachian St.,SoCon,27,2003,1,912,APST
Appalachian St.,SoCon,27,2004,1,912,APST
Appalachian St.,SoCon,27,2005,1,912,APST
Appalachian St.,SoCon,27,2006,1,912,APST
Appalachian St.,SoCon,27,2007,1,912,APST
Appalachian St.,SoCon,27,2008,1,912,APST
Appalachian St.,SoCon,27,2009,1,912,APST
Appalachian St.,SoCon,27,2010,1,912,APST
Appalachian St.,SoCon,27,2011,1,912,APST
Appalachian St.,SoCon,27,2012,1,912,APST
Appalachian St.,SoCon,27,2013,1,912,APST
Appalachian St.,SoCon,27,2014,1,912,APST
Appalachian St.,Sun Belt,27,2015,1,818,APST
Appalachian St.,Sun Belt,27,2016,1,818,APST
Appalachian St.,Sun Belt,27,2017,1,818,APST
Appalachian St.,Sun Belt,27,2018,1,818,APST
Appalachian St.,Sun Belt,27,2019,1,818,APST
Arizona,Pac-12,29,2002,1,905,ARIZ
Arizona,Pac-12,29,2003,1,905,ARIZ
Arizona,Pac-12,29,2004,1,905,ARIZ
Arizona,Pac-12,29,2005,1,905,ARIZ
Arizona,Pac-12,29,2006,1,905,ARIZ
Arizona,Pac-12,29,2007,1,905,ARIZ
Arizona,Pac-12,29,2008,1,905,ARIZ
Arizona,Pac-12,29,2009,1,905,ARIZ
Arizona,Pac-12,29,2010,1,905,ARIZ
Arizona,Pac-12,29,2011,1,905,ARIZ
Arizona,Pac-12,29,2012,1,905,ARIZ
Arizona,Pac-12,29,2013,1,905,ARIZ
Arizona,Pac-12,29,2014,1,905,ARIZ
Arizona,Pac-12,29,2015,1,905,ARIZ
Arizona,Pac-12,29,2016,1,905,ARIZ
Arizona,Pac-12,29,2017,1,905,ARIZ
Arizona,Pac-12,29,2018,1,905,ARIZ
Arizona,Pac-12,29,2019,1,905,ARIZ
Arizona St.,Pac-12,28,2002,1,905,ASU
Arizona St.,Pac-12,28,2003,1,905,ASU
Arizona St.,Pac-12,28,2004,1,905,ASU
Arizona St.,Pac-12,28,2005,1,905,ASU
Arizona St.,Pac-12,28,2006,1,905,ASU
Arizona St.,Pac-12,28,2007,1,905,ASU
Arizona St.,Pac-12,28,2008,1,905,ASU
Arizona St.,Pac-12,28,2009,1,905,ASU
Arizona St.,Pac-12,28,2010,1,905,ASU
Arizona St.,Pac-12,28,2011,1,905,ASU
Arizona St.,Pac-12,28,2012,1,905,ASU
Arizona St.,Pac-12,28,2013,1,905,ASU
Arizona St.,Pac-12,28,2014,1,905,ASU
Arizona St.,Pac-12,28,2015,1,905,ASU
Arizona St.,Pac-12,28,2016,1,905,ASU
Arizona St.,Pac-12,28,2017,1,905,ASU
Arizona St.,Pac-12,28,2018,1,905,ASU
Arizona St.,Pac-12,28,2019,1,905,ASU
Ark.-Pine Bluff,SWAC,2678,2002,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2003,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2004,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2005,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2006,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2007,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2008,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2009,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2010,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2011,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2012,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2013,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2014,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2015,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2016,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2017,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2018,1,916,ARPB
Ark.-Pine Bluff,SWAC,2678,2019,1,916,ARPB
Arkansas,SEC,31,2002,1,911,ARK
Arkansas,SEC,31,2003,1,911,ARK
Arkansas,SEC,31,2004,1,911,ARK
Arkansas,SEC,31,2005,1,911,ARK
Arkansas,SEC,31,2006,1,911,ARK
Arkansas,SEC,31,2007,1,911,ARK
Arkansas,SEC,31,2008,1,911,ARK
Arkansas,SEC,31,2009,1,911,ARK
Arkansas,SEC,31,2010,1,911,ARK
Arkansas,SEC,31,2011,1,911,ARK
Arkansas,SEC,31,2012,1,911,ARK
Arkansas,SEC,31,2013,1,911,ARK
Arkansas,SEC,31,2014,1,911,ARK
Arkansas,SEC,31,2015,1,911,ARK
Arkansas,SEC,31,2016,1,911,ARK
Arkansas,SEC,31,2017,1,911,ARK
Arkansas,SEC,31,2018,1,911,ARK
Arkansas,SEC,31,2019,1,911,ARK
Arkansas St.,Sun Belt,30,2002,1,818,ARST
Arkansas St.,Sun Belt,30,2003,1,818,ARST
Arkansas St.,Sun Belt,30,2004,1,818,ARST
Arkansas St.,Sun Belt,30,2005,1,818,ARST
Arkansas St.,Sun Belt,30,2006,1,818,ARST
Arkansas St.,Sun Belt,30,2007,1,818,ARST
Arkansas St.,Sun Belt,30,2008,1,818,ARST
Arkansas St.,Sun Belt,30,2009,1,818,ARST
Arkansas St.,Sun Belt,30,2010,1,818,ARST
Arkansas St.,Sun Belt,30,2011,1,818,ARST
Arkansas St.,Sun Belt,30,2012,1,818,ARST
Arkansas St.,Sun Belt,30,2013,1,818,ARST
Arkansas St.,Sun Belt,30,2014,1,818,ARST
Arkansas St.,Sun Belt,30,2015,1,818,ARST
Arkansas St.,Sun Belt,30,2016,1,818,ARST
Arkansas St.,Sun Belt,30,2017,1,818,ARST
Arkansas St.,Sun Belt,30,2018,1,818,ARST
Arkansas St.,Sun Belt,30,2019,1,818,ARST
Army West Point,Patriot,725,2002,1,838,ARMY
Army West Point,Patriot,725,2003,1,838,ARMY
Army West Point,Patriot,725,2004,1,838,ARMY
Army West Point,Patriot,725,2005,1,838,ARMY
Army West Point,Patriot,725,2006,1,838,ARMY
Army West Point,Patriot,725,2007,1,838,ARMY
Army West Point,Patriot,725,2008,1,838,ARMY
Army West Point,Patriot,725,2009,1,838,ARMY
Army West Point,Patriot,725,2010,1,838,ARMY
Army West Point,Patriot,725,2011,1,838,ARMY
Army West Point,Patriot,725,2012,1,838,ARMY
Army West Point,Patriot,725,2013,1,838,ARMY
Army West Point,Patriot,725,2014,1,838,ARMY
Army West Point,Patriot,725,2015,1,838,ARMY
Army West Point,Patriot,725,2016,1,838,ARMY
Army West Point,Patriot,725,2017,1,838,ARMY
Army West Point,Patriot,725,2018,1,838,ARMY
Army West Point,Patriot,725,2019,1,838,ARMY
Auburn,SEC,37,2002,1,911,AUB
Auburn,SEC,37,2003,1,911,AUB
Auburn,SEC,37,2004,1,911,AUB
Auburn,SEC,37,2005,1,911,AUB
Auburn,SEC,37,2006,1,911,AUB
Auburn,SEC,37,2007,1,911,AUB
Auburn,SEC,37,2008,1,911,AUB
Auburn,SEC,37,2009,1,911,AUB
Auburn,SEC,37,2010,1,911,AUB
Auburn,SEC,37,2011,1,911,AUB
Auburn,SEC,37,2012,1,911,AUB
Auburn,SEC,37,2013,1,911,AUB
Auburn,SEC,37,2014,1,911,AUB
Auburn,SEC,37,2015,1,911,AUB
Auburn,SEC,37,2016,1,911,AUB
Auburn,SEC,37,2017,1,911,AUB
Auburn,SEC,37,2018,1,911,AUB
Auburn,SEC,37,2019,1,911,AUB
Austin Peay,OVC,43,2002,1,902,PEAY
Austin Peay,OVC,43,2003,1,902,PEAY
Austin Peay,OVC,43,2004,1,902,PEAY
Austin Peay,OVC,43,2005,1,902,PEAY
Austin Peay,OVC,43,2006,1,902,PEAY
Austin Peay,OVC,43,2007,1,902,PEAY
Austin Peay,OVC,43,2008,1,902,PEAY
Austin Peay,OVC,43,2009,1,902,PEAY
Austin Peay,OVC,43,2010,1,902,PEAY
Austin Peay,OVC,43,2011,1,902,PEAY
Austin Peay,OVC,43,2012,1,902,PEAY
Austin Peay,OVC,43,2013,1,902,PEAY
Austin Peay,OVC,43,2014,1,902,PEAY
Austin Peay,OVC,43,2015,1,902,PEAY
Austin Peay,OVC,43,2016,1,902,PEAY
Austin Peay,OVC,43,2017,1,902,PEAY
Austin Peay,OVC,43,2018,1,902,PEAY
Austin Peay,OVC,43,2019,1,902,PEAY
Ball St.,MAC,47,2002,1,875,BSU
Ball St.,MAC,47,2003,1,875,BSU
Ball St.,MAC,47,2004,1,875,BSU
Ball St.,MAC,47,2005,1,875,BSU
Ball St.,MAC,47,2006,1,875,BSU
Ball St.,MAC,47,2007,1,875,BSU
Ball St.,MAC,47,2008,1,875,BSU
Ball St.,MAC,47,2009,1,875,BSU
Ball St.,MAC,47,2010,1,875,BSU
Ball St.,MAC,47,2011,1,875,BSU
Ball St.,MAC,47,2012,1,875,BSU
Ball St.,MAC,47,2013,1,875,BSU
Ball St.,MAC,47,2014,1,875,BSU
Ball St.,MAC,47,2015,1,875,BSU
Ball St.,MAC,47,2016,1,875,BSU
Ball St.,MAC,47,2017,1,875,BSU
Ball St.,MAC,47,2018,1,875,BSU
Ball St.,MAC,47,2019,1,875,BSU
Baylor,Big 12,51,2002,1,25354,BAY
Baylor,Big 12,51,2003,1,25354,BAY
Baylor,Big 12,51,2004,1,25354,BAY
Baylor,Big 12,51,2005,1,25354,BAY
Baylor,Big 12,51,2006,1,25354,BAY
Baylor,Big 12,51,2007,1,25354,BAY
Baylor,Big 12,51,2008,1,25354,BAY
Baylor,Big 12,51,2009,1,25354,BAY
Baylor,Big 12,51,2010,1,25354,BAY
Baylor,Big 12,51,2011,1,25354,BAY
Baylor,Big 12,51,2012,1,25354,BAY
Baylor,Big 12,51,2013,1,25354,BAY
Baylor,Big 12,51,2014,1,25354,BAY
Baylor,Big 12,51,2015,1,25354,BAY
Baylor,Big 12,51,2016,1,25354,BAY
Baylor,Big 12,51,2017,1,25354,BAY
Baylor,Big 12,51,2018,1,25354,BAY
Baylor,Big 12,51,2019,1,25354,BAY
Becker,Independent,26107,2002,1,0,NA
Becker,Independent,26107,2003,1,0,NA
Belmont,ASUN,14927,2002,1,920,BEL
Belmont,ASUN,14927,2003,1,920,BEL
Belmont,ASUN,14927,2004,1,920,BEL
Belmont,ASUN,14927,2005,1,920,BEL
Belmont,ASUN,14927,2006,1,920,BEL
Belmont,ASUN,14927,2007,1,920,BEL
Belmont,ASUN,14927,2008,1,920,BEL
Belmont,ASUN,14927,2009,1,920,BEL
Belmont,ASUN,14927,2010,1,920,BEL
Belmont,ASUN,14927,2011,1,920,BEL
Belmont,ASUN,14927,2012,1,920,BEL
Belmont,OVC,14927,2013,1,902,BEL
Belmont,OVC,14927,2014,1,902,BEL
Belmont,OVC,14927,2015,1,902,BEL
Belmont,OVC,14927,2016,1,902,BEL
Belmont,OVC,14927,2017,1,902,BEL
Belmont,OVC,14927,2018,1,902,BEL
Belmont,OVC,14927,2019,1,902,BEL
Berea,Independent,30171,2017,1,0,NA
Bethany Lutheran,Independent,30038,2008,1,0,NA
Bethune-Cookman,MEAC,61,2002,1,876,BCU
Bethune-Cookman,MEAC,61,2003,1,876,BCU
Bethune-Cookman,MEAC,61,2004,1,876,BCU
Bethune-Cookman,MEAC,61,2005,1,876,BCU
Bethune-Cookman,MEAC,61,2006,1,876,BCU
Bethune-Cookman,MEAC,61,2007,1,876,BCU
Bethune-Cookman,MEAC,61,2008,1,876,BCU
Bethune-Cookman,MEAC,61,2009,1,876,BCU
Bethune-Cookman,MEAC,61,2010,1,876,BCU
Bethune-Cookman,MEAC,61,2011,1,876,BCU
Bethune-Cookman,MEAC,61,2012,1,876,BCU
Bethune-Cookman,MEAC,61,2013,1,876,BCU
Bethune-Cookman,MEAC,61,2014,1,876,BCU
Bethune-Cookman,MEAC,61,2015,1,876,BCU
Bethune-Cookman,MEAC,61,2016,1,876,BCU
Bethune-Cookman,MEAC,61,2017,1,876,BCU
Bethune-Cookman,MEAC,61,2018,1,876,BCU
Bethune-Cookman,MEAC,61,2019,1,876,BCU
Binghamton,America East,62,2002,1,845,BING
Binghamton,America East,62,2003,1,845,BING
Binghamton,America East,62,2004,1,845,BING
Binghamton,America East,62,2005,1,845,BING
Binghamton,America East,62,2006,1,845,BING
Binghamton,America East,62,2007,1,845,BING
Binghamton,America East,62,2008,1,845,BING
Binghamton,America East,62,2009,1,845,BING
Binghamton,America East,62,2010,1,845,BING
Binghamton,America East,62,2011,1,845,BING
Binghamton,America East,62,2012,1,845,BING
Binghamton,America East,62,2013,1,845,BING
Binghamton,America East,62,2014,1,845,BING
Binghamton,America East,62,2015,1,845,BING
Binghamton,America East,62,2016,1,845,BING
Binghamton,America East,62,2017,1,845,BING
Binghamton,America East,62,2018,1,845,BING
Binghamton,America East,62,2019,1,845,BING
Birmingham-So.,Big South,28593,2004,1,826,NA
Birmingham-So.,Big South,28593,2005,1,826,NA
Birmingham-So.,Big South,28593,2006,1,826,NA
Birmingham-So.,Big South,28593,2007,1,826,NA
Birmingham-So.,Big South,28593,2008,1,826,NA
Bluefield St.,Independent,985,2015,1,0,NA
Bluefield St.,Independent,985,2016,1,0,NA
Bluefield St.,Independent,985,2017,1,0,NA
Boston College,AAC,67,2002,1,823,BC
Boston College,AAC,67,2003,1,823,BC
Boston College,AAC,67,2004,1,823,BC
Boston College,AAC,67,2005,1,823,BC
Boston College,ACC,67,2006,1,821,BC
Boston College,ACC,67,2007,1,821,BC
Boston College,ACC,67,2008,1,821,BC
Boston College,ACC,67,2009,1,821,BC
Boston College,ACC,67,2010,1,821,BC
Boston College,ACC,67,2011,1,821,BC
Boston College,ACC,67,2012,1,821,BC
Boston College,ACC,67,2013,1,821,BC
Boston College,ACC,67,2014,1,821,BC
Boston College,ACC,67,2015,1,821,BC
Boston College,ACC,67,2016,1,821,BC
Boston College,ACC,67,2017,1,821,BC
Boston College,ACC,67,2018,1,821,BC
Boston College,ACC,67,2019,1,821,BC
Bowling Green,MAC,71,2002,1,875,BG
Bowling Green,MAC,71,2003,1,875,BG
Bowling Green,MAC,71,2004,1,875,BG
Bowling Green,MAC,71,2005,1,875,BG
Bowling Green,MAC,71,2006,1,875,BG
Bowling Green,MAC,71,2007,1,875,BG
Bowling Green,MAC,71,2008,1,875,BG
Bowling Green,MAC,71,2009,1,875,BG
Bowling Green,MAC,71,2010,1,875,BG
Bowling Green,MAC,71,2011,1,875,BG
Bowling Green,MAC,71,2012,1,875,BG
Bowling Green,MAC,71,2013,1,875,BG
Bowling Green,MAC,71,2014,1,875,BG
Bowling Green,MAC,71,2015,1,875,BG
Bowling Green,MAC,71,2016,1,875,BG
Bowling Green,MAC,71,2017,1,875,BG
Bowling Green,MAC,71,2018,1,875,BG
Bowling Green,MAC,71,2019,1,875,BG
Bradley,MVC,72,2002,1,884,BRAD
Bradley,MVC,72,2003,1,884,BRAD
Bradley,MVC,72,2004,1,884,BRAD
Bradley,MVC,72,2005,1,884,BRAD
Bradley,MVC,72,2006,1,884,BRAD
Bradley,MVC,72,2007,1,884,BRAD
Bradley,MVC,72,2008,1,884,BRAD
Bradley,MVC,72,2009,1,884,BRAD
Bradley,MVC,72,2010,1,884,BRAD
Bradley,MVC,72,2011,1,884,BRAD
Bradley,MVC,72,2012,1,884,BRAD
Bradley,MVC,72,2013,1,884,BRAD
Bradley,MVC,72,2014,1,884,BRAD
Bradley,MVC,72,2015,1,884,BRAD
Bradley,MVC,72,2016,1,884,BRAD
Bradley,MVC,72,2017,1,884,BRAD
Bradley,MVC,72,2018,1,884,BRAD
Bradley,MVC,72,2019,1,884,BRAD
Brevard,Independent,30094,2008,1,0,NA
Brown,Ivy League,80,2002,1,865,BRWN
Brown,Ivy League,80,2003,1,865,BRWN
Brown,Ivy League,80,2004,1,865,BRWN
Brown,Ivy League,80,2005,1,865,BRWN
Brown,Ivy League,80,2006,1,865,BRWN
Brown,Ivy League,80,2007,1,865,BRWN
Brown,Ivy League,80,2008,1,865,BRWN
Brown,Ivy League,80,2009,1,865,BRWN
Brown,Ivy League,80,2010,1,865,BRWN
Brown,Ivy League,80,2011,1,865,BRWN
Brown,Ivy League,80,2012,1,865,BRWN
Brown,Ivy League,80,2013,1,865,BRWN
Brown,Ivy League,80,2014,1,865,BRWN
Brown,Ivy League,80,2015,1,865,BRWN
Brown,Ivy League,80,2016,1,865,BRWN
Brown,Ivy League,80,2017,1,865,BRWN
Brown,Ivy League,80,2018,1,865,BRWN
Brown,Ivy League,80,2019,1,865,BRWN
Bryant,NEC,81,2010,1,846,BRY
Bryant,NEC,81,2011,1,846,BRY
Bryant,NEC,81,2012,1,846,BRY
Bryant,NEC,81,2013,1,846,BRY
Bryant,NEC,81,2014,1,846,BRY
Bryant,NEC,81,2015,1,846,BRY
Bryant,NEC,81,2016,1,846,BRY
Bryant,NEC,81,2017,1,846,BRY
Bryant,NEC,81,2018,1,846,BRY
Bryant,NEC,81,2019,1,846,BRY
Bucknell,Patriot,83,2002,1,838,BUCK
Bucknell,Patriot,83,2003,1,838,BUCK
Bucknell,Patriot,83,2004,1,838,BUCK
Bucknell,Patriot,83,2005,1,838,BUCK
Bucknell,Patriot,83,2006,1,838,BUCK
Bucknell,Patriot,83,2007,1,838,BUCK
Bucknell,Patriot,83,2008,1,838,BUCK
Bucknell,Patriot,83,2009,1,838,BUCK
Bucknell,Patriot,83,2010,1,838,BUCK
Bucknell,Patriot,83,2011,1,838,BUCK
Bucknell,Patriot,83,2012,1,838,BUCK
Bucknell,Patriot,83,2013,1,838,BUCK
Bucknell,Patriot,83,2014,1,838,BUCK
Bucknell,Patriot,83,2015,1,838,BUCK
Bucknell,Patriot,83,2016,1,838,BUCK
Bucknell,Patriot,83,2017,1,838,BUCK
Bucknell,Patriot,83,2018,1,838,BUCK
Bucknell,Patriot,83,2019,1,838,BUCK
Buffalo,MAC,86,2002,1,875,NA
Buffalo,MAC,86,2003,1,875,NA
Buffalo,MAC,86,2004,1,875,NA
Buffalo,MAC,86,2005,1,875,NA
Buffalo,MAC,86,2006,1,875,NA
Buffalo,MAC,86,2007,1,875,NA
Buffalo,MAC,86,2008,1,875,NA
Buffalo,MAC,86,2009,1,875,NA
Buffalo,MAC,86,2010,1,875,NA
Buffalo,MAC,86,2011,1,875,NA
Buffalo,MAC,86,2012,1,875,NA
Buffalo,MAC,86,2013,1,875,NA
Buffalo,MAC,86,2014,1,875,NA
Buffalo,MAC,86,2015,1,875,NA
Buffalo,MAC,86,2016,1,875,NA
Buffalo,MAC,86,2017,1,875,NA
Butler,Horizon,87,2002,1,881,BUT
Butler,Horizon,87,2003,1,881,BUT
Butler,Horizon,87,2004,1,881,BUT
Butler,Horizon,87,2005,1,881,BUT
Butler,Horizon,87,2006,1,881,BUT
Butler,Horizon,87,2007,1,881,BUT
Butler,Horizon,87,2008,1,881,BUT
Butler,Horizon,87,2009,1,881,BUT
Butler,Horizon,87,2010,1,881,BUT
Butler,Horizon,87,2011,1,881,BUT
Butler,Horizon,87,2012,1,881,BUT
Butler,Atlantic 10,87,2013,1,820,BUT
Butler,Big East,87,2014,1,30184,BUT
Butler,Big East,87,2015,1,30184,BUT
Butler,Big East,87,2016,1,30184,BUT
Butler,Big East,87,2017,1,30184,BUT
Butler,Big East,87,2018,1,30184,BUT
Butler,Big East,87,2019,1,30184,BUT
BYU,MWC,77,2002,1,5486,BYU
BYU,MWC,77,2003,1,5486,BYU
BYU,MWC,77,2004,1,5486,BYU
BYU,MWC,77,2005,1,5486,BYU
BYU,MWC,77,2006,1,5486,BYU
BYU,MWC,77,2007,1,5486,BYU
BYU,MWC,77,2008,1,5486,BYU
BYU,MWC,77,2009,1,5486,BYU
BYU,MWC,77,2010,1,5486,BYU
BYU,MWC,77,2011,1,5486,BYU
BYU,WCC,77,2012,1,922,BYU
BYU,WCC,77,2013,1,922,BYU
BYU,WCC,77,2014,1,922,BYU
BYU,WCC,77,2015,1,922,BYU
BYU,WCC,77,2016,1,922,BYU
BYU,WCC,77,2017,1,922,BYU
BYU,WCC,77,2018,1,922,BYU
BYU,WCC,77,2019,1,922,BYU
Cairn,Independent,1305,2004,1,0,NA
Cal Poly,Big West,90,2002,1,904,CP
Cal Poly,Big West,90,2003,1,904,CP
Cal Poly,Big West,90,2004,1,904,CP
Cal Poly,Big West,90,2005,1,904,CP
Cal Poly,Big West,90,2006,1,904,CP
Cal Poly,Big West,90,2007,1,904,CP
Cal Poly,Big West,90,2008,1,904,CP
Cal Poly,Big West,90,2009,1,904,CP
Cal Poly,Big West,90,2010,1,904,CP
Cal Poly,Big West,90,2011,1,904,CP
