school,conference,school_id,year,division,conference_id,abbreviation
Fairfield,MAAC,220,2012,1,871,FAIR
Fairfield,MAAC,220,2013,1,871,FAIR
Fairfield,MAAC,220,2014,1,871,FAIR
Fairfield,MAAC,220,2015,1,871,FAIR
Fairfield,MAAC,220,2016,1,871,FAIR
Fairfield,MAAC,220,2017,1,871,FAIR
Fairfield,MAAC,220,2018,1,871,FAIR
Fairfield,MAAC,220,2019,1,871,FAIR
Fairleigh Dickinson,NEC,222,2002,1,846,FDU
Fairleigh Dickinson,NEC,222,2003,1,846,FDU
Fairleigh Dickinson,NEC,222,2004,1,846,FDU
Fairleigh Dickinson,NEC,222,2005,1,846,FDU
Fairleigh Dickinson,NEC,222,2006,1,846,FDU
Fairleigh Dickinson,NEC,222,2007,1,846,FDU
Fairleigh Dickinson,NEC,222,2008,1,846,FDU
Fairleigh Dickinson,NEC,222,2009,1,846,FDU
Fairleigh Dickinson,NEC,222,2010,1,846,FDU
Fairleigh Dickinson,NEC,222,2011,1,846,FDU
Fairleigh Dickinson,NEC,222,2012,1,846,FDU
Fairleigh Dickinson,NEC,222,2013,1,846,FDU
Fairleigh Dickinson,NEC,222,2014,1,846,FDU
Fairleigh Dickinson,NEC,222,2015,1,846,FDU
Fairleigh Dickinson,NEC,222,2016,1,846,FDU
Fairleigh Dickinson,NEC,222,2017,1,846,FDU
Fairleigh Dickinson,NEC,222,2018,1,846,FDU
Fairleigh Dickinson,NEC,222,2019,1,846,FDU
FGCU,Independent,28755,2005,1,0,FGCU
FGCU,Independent,28755,2006,1,0,FGCU
FGCU,Independent,28755,2007,1,0,FGCU
FGCU,ASUN,28755,2008,1,920,FGCU
FGCU,ASUN,28755,2009,1,920,FGCU
FGCU,ASUN,28755,2010,1,920,FGCU
FGCU,ASUN,28755,2011,1,920,FGCU
FGCU,ASUN,28755,2012,1,920,FGCU
FGCU,ASUN,28755,2013,1,920,FGCU
FGCU,ASUN,28755,2014,1,920,FGCU
FGCU,ASUN,28755,2015,1,920,FGCU
FGCU,ASUN,28755,2016,1,920,FGCU
FGCU,ASUN,28755,2017,1,920,FGCU
FGCU,ASUN,28755,2018,1,920,FGCU
FGCU,ASUN,28755,2019,1,920,FGCU
Finlandia,Independent,30032,2007,1,0,NA
Finlandia,Independent,30032,2008,1,0,NA
Finlandia,Independent,30032,2009,1,0,NA
Fisk,Independent,226,2007,1,0,NA
Fisk,Independent,226,2008,1,0,NA
FIU,Sun Belt,231,2002,1,818,FIU
FIU,Sun Belt,231,2003,1,818,FIU
FIU,Sun Belt,231,2004,1,818,FIU
FIU,Sun Belt,231,2005,1,818,FIU
FIU,Sun Belt,231,2006,1,818,FIU
FIU,Sun Belt,231,2007,1,818,FIU
FIU,Sun Belt,231,2008,1,818,FIU
FIU,Sun Belt,231,2009,1,818,FIU
FIU,Sun Belt,231,2010,1,818,FIU
FIU,Sun Belt,231,2011,1,818,FIU
FIU,Sun Belt,231,2012,1,818,FIU
FIU,Sun Belt,231,2013,1,818,FIU
FIU,C-USA,231,2014,1,24312,FIU
FIU,C-USA,231,2015,1,24312,FIU
FIU,C-USA,231,2016,1,24312,FIU
FIU,C-USA,231,2017,1,24312,FIU
FIU,C-USA,231,2018,1,24312,FIU
FIU,C-USA,231,2019,1,24312,FIU
Fla. Atlantic,ASUN,229,2002,1,920,FAU
Fla. Atlantic,ASUN,229,2003,1,920,FAU
Fla. Atlantic,ASUN,229,2004,1,920,FAU
Fla. Atlantic,ASUN,229,2005,1,920,FAU
Fla. Atlantic,ASUN,229,2006,1,920,FAU
Fla. Atlantic,Sun Belt,229,2007,1,818,FAU
Fla. Atlantic,Sun Belt,229,2008,1,818,FAU
Fla. Atlantic,Sun Belt,229,2009,1,818,FAU
Fla. Atlantic,Sun Belt,229,2010,1,818,FAU
Fla. Atlantic,Sun Belt,229,2011,1,818,FAU
Fla. Atlantic,Sun Belt,229,2012,1,818,FAU
Fla. Atlantic,Sun Belt,229,2013,1,818,FAU
Fla. Atlantic,C-USA,229,2014,1,24312,FAU
Fla. Atlantic,C-USA,229,2015,1,24312,FAU
Fla. Atlantic,C-USA,229,2016,1,24312,FAU
Fla. Atlantic,C-USA,229,2017,1,24312,FAU
Fla. Atlantic,C-USA,229,2018,1,24312,FAU
Fla. Atlantic,C-USA,229,2019,1,24312,FAU
Flagler,Independent,30092,2009,1,0,NA
Florida,SEC,235,2002,1,911,UF
Florida,SEC,235,2003,1,911,UF
Florida,SEC,235,2004,1,911,UF
Florida,SEC,235,2005,1,911,UF
Florida,SEC,235,2006,1,911,UF
Florida,SEC,235,2007,1,911,UF
Florida,SEC,235,2008,1,911,UF
Florida,SEC,235,2009,1,911,UF
Florida,SEC,235,2010,1,911,UF
Florida,SEC,235,2011,1,911,UF
Florida,SEC,235,2012,1,911,UF
Florida,SEC,235,2013,1,911,UF
Florida,SEC,235,2014,1,911,UF
Florida,SEC,235,2015,1,911,UF
Florida,SEC,235,2016,1,911,UF
Florida,SEC,235,2017,1,911,UF
Florida,SEC,235,2018,1,911,UF
Florida,SEC,235,2019,1,911,UF
Florida A&M,MEAC,228,2002,1,876,FAMU
Florida A&M,MEAC,228,2003,1,876,FAMU
Florida A&M,MEAC,228,2004,1,876,FAMU
Florida A&M,MEAC,228,2005,1,876,FAMU
Florida A&M,MEAC,228,2006,1,876,FAMU
Florida A&M,MEAC,228,2007,1,876,FAMU
Florida A&M,MEAC,228,2008,1,876,FAMU
Florida A&M,MEAC,228,2009,1,876,FAMU
Florida A&M,MEAC,228,2010,1,876,FAMU
Florida A&M,MEAC,228,2011,1,876,FAMU
Florida A&M,MEAC,228,2012,1,876,FAMU
Florida A&M,MEAC,228,2013,1,876,FAMU
Florida A&M,MEAC,228,2014,1,876,FAMU
Florida A&M,MEAC,228,2015,1,876,FAMU
Florida A&M,MEAC,228,2016,1,876,FAMU
Florida A&M,MEAC,228,2017,1,876,FAMU
Florida A&M,MEAC,228,2018,1,876,FAMU
Florida A&M,MEAC,228,2019,1,876,FAMU
Florida St.,ACC,234,2002,1,821,FSU
Florida St.,ACC,234,2003,1,821,FSU
Florida St.,ACC,234,2004,1,821,FSU
Florida St.,ACC,234,2005,1,821,FSU
Florida St.,ACC,234,2006,1,821,FSU
Florida St.,ACC,234,2007,1,821,FSU
Florida St.,ACC,234,2008,1,821,FSU
Florida St.,ACC,234,2009,1,821,FSU
Florida St.,ACC,234,2010,1,821,FSU
Florida St.,ACC,234,2011,1,821,FSU
Florida St.,ACC,234,2012,1,821,FSU
Florida St.,ACC,234,2013,1,821,FSU
Florida St.,ACC,234,2014,1,821,FSU
Florida St.,ACC,234,2015,1,821,FSU
Florida St.,ACC,234,2016,1,821,FSU
Florida St.,ACC,234,2017,1,821,FSU
Florida St.,ACC,234,2018,1,821,FSU
Florida St.,ACC,234,2019,1,821,FSU
Fordham,Atlantic 10,236,2002,1,820,FORD
Fordham,Atlantic 10,236,2003,1,820,FORD
Fordham,Atlantic 10,236,2004,1,820,FORD
Fordham,Atlantic 10,236,2005,1,820,FORD
Fordham,Atlantic 10,236,2006,1,820,FORD
Fordham,Atlantic 10,236,2007,1,820,FORD
Fordham,Atlantic 10,236,2008,1,820,FORD
Fordham,Atlantic 10,236,2009,1,820,FORD
Fordham,Atlantic 10,236,2010,1,820,FORD
Fordham,Atlantic 10,236,2011,1,820,FORD
Fordham,Atlantic 10,236,2012,1,820,FORD
Fordham,Atlantic 10,236,2013,1,820,FORD
Fordham,Atlantic 10,236,2014,1,820,FORD
Fordham,Atlantic 10,236,2015,1,820,FORD
Fordham,Atlantic 10,236,2016,1,820,FORD
Fordham,Atlantic 10,236,2017,1,820,FORD
Fordham,Atlantic 10,236,2018,1,820,FORD
Fordham,Atlantic 10,236,2019,1,820,FORD
Fresno St.,WAC,96,2002,1,923,FRES
Fresno St.,WAC,96,2003,1,923,FRES
Fresno St.,WAC,96,2004,1,923,FRES
Fresno St.,WAC,96,2005,1,923,FRES
Fresno St.,WAC,96,2006,1,923,FRES
Fresno St.,WAC,96,2007,1,923,FRES
Fresno St.,WAC,96,2008,1,923,FRES
Fresno St.,WAC,96,2009,1,923,FRES
Fresno St.,WAC,96,2010,1,923,FRES
Fresno St.,WAC,96,2011,1,923,FRES
Fresno St.,WAC,96,2012,1,923,FRES
Fresno St.,MWC,96,2013,1,5486,FRES
Fresno St.,MWC,96,2014,1,5486,FRES
Fresno St.,MWC,96,2015,1,5486,FRES
Fresno St.,MWC,96,2016,1,5486,FRES
Fresno St.,MWC,96,2017,1,5486,FRES
Fresno St.,MWC,96,2018,1,5486,FRES
Fresno St.,MWC,96,2019,1,5486,FRES
Frostburg St.,Independent,243,2002,1,0,NA
Furman,SoCon,244,2002,1,912,FURM
Furman,SoCon,244,2003,1,912,FURM
Furman,SoCon,244,2004,1,912,FURM
Furman,SoCon,244,2005,1,912,FURM
Furman,SoCon,244,2006,1,912,FURM
Furman,SoCon,244,2007,1,912,FURM
Furman,SoCon,244,2008,1,912,FURM
Furman,SoCon,244,2009,1,912,FURM
Furman,SoCon,244,2010,1,912,FURM
Furman,SoCon,244,2011,1,912,FURM
Furman,SoCon,244,2012,1,912,FURM
Furman,SoCon,244,2013,1,912,FURM
Furman,SoCon,244,2014,1,912,FURM
Furman,SoCon,244,2015,1,912,FURM
Furman,SoCon,244,2016,1,912,FURM
Furman,SoCon,244,2017,1,912,FURM
Furman,SoCon,244,2018,1,912,FURM
Furman,SoCon,244,2019,1,912,FURM
Ga. Southern,SoCon,253,2002,1,912,GASO
Ga. Southern,SoCon,253,2003,1,912,GASO
Ga. Southern,SoCon,253,2004,1,912,GASO
Ga. Southern,SoCon,253,2005,1,912,GASO
Ga. Southern,SoCon,253,2006,1,912,GASO
Ga. Southern,SoCon,253,2007,1,912,GASO
Ga. Southern,SoCon,253,2008,1,912,GASO
Ga. Southern,SoCon,253,2009,1,912,GASO
Ga. Southern,SoCon,253,2010,1,912,GASO
Ga. Southern,SoCon,253,2011,1,912,GASO
Ga. Southern,SoCon,253,2012,1,912,GASO
Ga. Southern,SoCon,253,2013,1,912,GASO
Ga. Southern,SoCon,253,2014,1,912,GASO
Ga. Southern,Sun Belt,253,2015,1,818,GASO
Ga. Southern,Sun Belt,253,2016,1,818,GASO
Ga. Southern,Sun Belt,253,2017,1,818,GASO
Ga. Southern,Sun Belt,253,2018,1,818,GASO
Ga. Southern,Sun Belt,253,2019,1,818,GASO
Gardner-Webb,ASUN,1092,2003,1,920,GW
Gardner-Webb,ASUN,1092,2004,1,920,GW
Gardner-Webb,ASUN,1092,2005,1,920,GW
Gardner-Webb,ASUN,1092,2006,1,920,GW
Gardner-Webb,ASUN,1092,2007,1,920,GW
Gardner-Webb,ASUN,1092,2008,1,920,GW
Gardner-Webb,Big South,1092,2009,1,826,GW
Gardner-Webb,Big South,1092,2010,1,826,GW
Gardner-Webb,Big South,1092,2011,1,826,GW
Gardner-Webb,Big South,1092,2012,1,826,GW
Gardner-Webb,Big South,1092,2013,1,826,GW
Gardner-Webb,Big South,1092,2014,1,826,GW
Gardner-Webb,Big South,1092,2015,1,826,GW
Gardner-Webb,Big South,1092,2016,1,826,GW
Gardner-Webb,Big South,1092,2017,1,826,GW
Gardner-Webb,Big South,1092,2018,1,826,GW
Gardner-Webb,Big South,1092,2019,1,826,GW
George Mason,CAA,248,2002,1,837,GMU
George Mason,CAA,248,2003,1,837,GMU
George Mason,CAA,248,2004,1,837,GMU
George Mason,CAA,248,2005,1,837,GMU
George Mason,CAA,248,2006,1,837,GMU
George Mason,CAA,248,2007,1,837,GMU
George Mason,CAA,248,2008,1,837,GMU
George Mason,CAA,248,2009,1,837,GMU
George Mason,CAA,248,2010,1,837,GMU
George Mason,CAA,248,2011,1,837,GMU
George Mason,CAA,248,2012,1,837,GMU
George Mason,CAA,248,2013,1,837,GMU
George Mason,Atlantic 10,248,2014,1,820,GMU
George Mason,Atlantic 10,248,2015,1,820,GMU
George Mason,Atlantic 10,248,2016,1,820,GMU
George Mason,Atlantic 10,248,2017,1,820,GMU
George Mason,Atlantic 10,248,2018,1,820,GMU
George Mason,Atlantic 10,248,2019,1,820,GMU
George Washington,Atlantic 10,249,2002,1,820,GWU
George Washington,Atlantic 10,249,2003,1,820,GWU
George Washington,Atlantic 10,249,2004,1,820,GWU
George Washington,Atlantic 10,249,2005,1,820,GWU
George Washington,Atlantic 10,249,2006,1,820,GWU
George Washington,Atlantic 10,249,2007,1,820,GWU
George Washington,Atlantic 10,249,2008,1,820,GWU
George Washington,Atlantic 10,249,2009,1,820,GWU
George Washington,Atlantic 10,249,2010,1,820,GWU
George Washington,Atlantic 10,249,2011,1,820,GWU
George Washington,Atlantic 10,249,2012,1,820,GWU
George Washington,Atlantic 10,249,2013,1,820,GWU
George Washington,Atlantic 10,249,2014,1,820,GWU
George Washington,Atlantic 10,249,2015,1,820,GWU
George Washington,Atlantic 10,249,2016,1,820,GWU
George Washington,Atlantic 10,249,2017,1,820,GWU
George Washington,Atlantic 10,249,2018,1,820,GWU
George Washington,Atlantic 10,249,2019,1,820,GWU
Georgetown,AAC,251,2002,1,823,GTWN
Georgetown,AAC,251,2003,1,823,GTWN
Georgetown,AAC,251,2004,1,823,GTWN
Georgetown,AAC,251,2005,1,823,GTWN
Georgetown,AAC,251,2006,1,823,GTWN
Georgetown,AAC,251,2007,1,823,GTWN
Georgetown,AAC,251,2008,1,823,GTWN
Georgetown,AAC,251,2009,1,823,GTWN
Georgetown,AAC,251,2010,1,823,GTWN
Georgetown,AAC,251,2011,1,823,GTWN
Georgetown,AAC,251,2012,1,823,GTWN
Georgetown,AAC,251,2013,1,823,GTWN
Georgetown,Big East,251,2014,1,30184,GTWN
Georgetown,Big East,251,2015,1,30184,GTWN
Georgetown,Big East,251,2016,1,30184,GTWN
Georgetown,Big East,251,2017,1,30184,GTWN
Georgetown,Big East,251,2018,1,30184,GTWN
Georgetown,Big East,251,2019,1,30184,GTWN
Georgia,SEC,257,2002,1,911,UGA
Georgia,SEC,257,2003,1,911,UGA
Georgia,SEC,257,2004,1,911,UGA
Georgia,SEC,257,2005,1,911,UGA
Georgia,SEC,257,2006,1,911,UGA
Georgia,SEC,257,2007,1,911,UGA
Georgia,SEC,257,2008,1,911,UGA
Georgia,SEC,257,2009,1,911,UGA
Georgia,SEC,257,2010,1,911,UGA
Georgia,SEC,257,2011,1,911,UGA
Georgia,SEC,257,2012,1,911,UGA
Georgia,SEC,257,2013,1,911,UGA
Georgia,SEC,257,2014,1,911,UGA
Georgia,SEC,257,2015,1,911,UGA
Georgia,SEC,257,2016,1,911,UGA
Georgia,SEC,257,2017,1,911,UGA
Georgia,SEC,257,2018,1,911,UGA
Georgia,SEC,257,2019,1,911,UGA
Georgia St.,ASUN,254,2002,1,920,GAST
Georgia St.,ASUN,254,2003,1,920,GAST
Georgia St.,ASUN,254,2004,1,920,GAST
Georgia St.,ASUN,254,2005,1,920,GAST
Georgia St.,CAA,254,2006,1,837,GAST
Georgia St.,CAA,254,2007,1,837,GAST
Georgia St.,CAA,254,2008,1,837,GAST
Georgia St.,CAA,254,2009,1,837,GAST
Georgia St.,CAA,254,2010,1,837,GAST
Georgia St.,CAA,254,2011,1,837,GAST
Georgia St.,CAA,254,2012,1,837,GAST
Georgia St.,CAA,254,2013,1,837,GAST
Georgia St.,Sun Belt,254,2014,1,818,GAST
Georgia St.,Sun Belt,254,2015,1,818,GAST
Georgia St.,Sun Belt,254,2016,1,818,GAST
Georgia St.,Sun Belt,254,2017,1,818,GAST
Georgia St.,Sun Belt,254,2018,1,818,GAST
Georgia St.,Sun Belt,254,2019,1,818,GAST
Georgia Tech,ACC,255,2002,1,821,GT
Georgia Tech,ACC,255,2003,1,821,GT
Georgia Tech,ACC,255,2004,1,821,GT
Georgia Tech,ACC,255,2005,1,821,GT
Georgia Tech,ACC,255,2006,1,821,GT
Georgia Tech,ACC,255,2007,1,821,GT
Georgia Tech,ACC,255,2008,1,821,GT
Georgia Tech,ACC,255,2009,1,821,GT
Georgia Tech,ACC,255,2010,1,821,GT
Georgia Tech,ACC,255,2011,1,821,GT
Georgia Tech,ACC,255,2012,1,821,GT
Georgia Tech,ACC,255,2013,1,821,GT
Georgia Tech,ACC,255,2014,1,821,GT
Georgia Tech,ACC,255,2015,1,821,GT
Georgia Tech,ACC,255,2016,1,821,GT
Georgia Tech,ACC,255,2017,1,821,GT
Georgia Tech,ACC,255,2018,1,821,GT
Georgia Tech,ACC,255,2019,1,821,GT
Gonzaga,WCC,260,2002,1,922,GU
Gonzaga,WCC,260,2003,1,922,GU
Gonzaga,WCC,260,2004,1,922,GU
Gonzaga,WCC,260,2005,1,922,GU
Gonzaga,WCC,260,2006,1,922,GU
Gonzaga,WCC,260,2007,1,922,GU
Gonzaga,WCC,260,2008,1,922,GU
Gonzaga,WCC,260,2009,1,922,GU
Gonzaga,WCC,260,2010,1,922,GU
Gonzaga,WCC,260,2011,1,922,GU
Gonzaga,WCC,260,2012,1,922,GU
Gonzaga,WCC,260,2013,1,922,GU
Gonzaga,WCC,260,2014,1,922,GU
Gonzaga,WCC,260,2015,1,922,GU
Gonzaga,WCC,260,2016,1,922,GU
Gonzaga,WCC,260,2017,1,922,GU
Gonzaga,WCC,260,2018,1,922,GU
Gonzaga,WCC,260,2019,1,922,GU
Grambling,SWAC,261,2002,1,916,GSU
Grambling,SWAC,261,2003,1,916,GSU
Grambling,SWAC,261,2004,1,916,GSU
Grambling,SWAC,261,2005,1,916,GSU
Grambling,SWAC,261,2006,1,916,GSU
Grambling,SWAC,261,2007,1,916,GSU
Grambling,SWAC,261,2008,1,916,GSU
Grambling,SWAC,261,2009,1,916,GSU
Grambling,SWAC,261,2010,1,916,GSU
Grambling,SWAC,261,2011,1,916,GSU
Grambling,SWAC,261,2012,1,916,GSU
Grambling,SWAC,261,2013,1,916,GSU
Grambling,SWAC,261,2014,1,916,GSU
Grambling,SWAC,261,2015,1,916,GSU
Grambling,SWAC,261,2016,1,916,GSU
Grambling,SWAC,261,2017,1,916,GSU
Grambling,SWAC,261,2018,1,916,GSU
Grambling,SWAC,261,2019,1,916,GSU
Grand Canyon,Independent,1104,2005,1,0,GCU
Grand Canyon,Independent,1104,2006,1,0,GCU
Grand Canyon,PacWest,1104,2009,1,19591,GCU
Grand Canyon,WAC,1104,2014,1,923,GCU
Grand Canyon,WAC,1104,2015,1,923,GCU
Grand Canyon,WAC,1104,2016,1,923,GCU
Grand Canyon,WAC,1104,2017,1,923,GCU
Grand Canyon,WAC,1104,2018,1,923,GCU
Grand Canyon,WAC,1104,2019,1,923,GCU
Hartford,America East,272,2002,1,845,HART
Hartford,America East,272,2003,1,845,HART
Hartford,America East,272,2004,1,845,HART
Hartford,America East,272,2005,1,845,HART
Hartford,America East,272,2006,1,845,HART
Hartford,America East,272,2007,1,845,HART
Hartford,America East,272,2008,1,845,HART
Hartford,America East,272,2009,1,845,HART
Hartford,America East,272,2010,1,845,HART
Hartford,America East,272,2011,1,845,HART
Hartford,America East,272,2012,1,845,HART
Hartford,America East,272,2013,1,845,HART
Hartford,America East,272,2014,1,845,HART
Hartford,America East,272,2015,1,845,HART
Hartford,America East,272,2016,1,845,HART
Hartford,America East,272,2017,1,845,HART
Hartford,America East,272,2018,1,845,HART
Hartford,America East,272,2019,1,845,HART
Harvard,Ivy League,275,2002,1,865,HARV
Harvard,Ivy League,275,2003,1,865,HARV
Harvard,Ivy League,275,2004,1,865,HARV
Harvard,Ivy League,275,2005,1,865,HARV
Harvard,Ivy League,275,2006,1,865,HARV
Harvard,Ivy League,275,2007,1,865,HARV
Harvard,Ivy League,275,2008,1,865,HARV
Harvard,Ivy League,275,2009,1,865,HARV
Harvard,Ivy League,275,2010,1,865,HARV
Harvard,Ivy League,275,2011,1,865,HARV
Harvard,Ivy League,275,2012,1,865,HARV
Harvard,Ivy League,275,2013,1,865,HARV
Harvard,Ivy League,275,2014,1,865,HARV
Harvard,Ivy League,275,2015,1,865,HARV
Harvard,Ivy League,275,2016,1,865,HARV
Harvard,Ivy League,275,2017,1,865,HARV
Harvard,Ivy League,275,2018,1,865,HARV
Harvard,Ivy League,275,2019,1,865,HARV
Hawaii,WAC,277,2002,1,923,HAW
Hawaii,WAC,277,2003,1,923,HAW
Hawaii,WAC,277,2004,1,923,HAW
Hawaii,WAC,277,2005,1,923,HAW
Hawaii,WAC,277,2006,1,923,HAW
Hawaii,WAC,277,2007,1,923,HAW
Hawaii,WAC,277,2008,1,923,HAW
Hawaii,WAC,277,2009,1,923,HAW
Hawaii,WAC,277,2010,1,923,HAW
Hawaii,WAC,277,2011,1,923,HAW
Hawaii,WAC,277,2012,1,923,HAW
Hawaii,Big West,277,2013,1,904,HAW
Hawaii,Big West,277,2014,1,904,HAW
Hawaii,Big West,277,2015,1,904,HAW
Hawaii,Big West,277,2016,1,904,HAW
Hawaii,Big West,277,2017,1,904,HAW
Hawaii,Big West,277,2018,1,904,HAW
Hawaii,Big West,277,2019,1,904,HAW
Hawaii Hilo,Independent,2697,2002,1,0,NA
Hawaii Hilo,Independent,2697,2003,1,0,NA
Hawaii Hilo,Independent,2697,2004,1,0,NA
Hawaii Hilo,Independent,2697,2005,1,0,NA
Hawaii Hilo,Independent,2697,2006,1,0,NA
Hawaii Hilo,Independent,2697,2007,1,0,NA
Hawaii Hilo,Independent,2697,2008,1,0,NA
Hawaii Hilo,PacWest,2697,2009,1,19591,NA
Hawaii Pacific,Independent,2696,2003,1,0,NA
Hawaii Pacific,Independent,2696,2004,1,0,NA
Hawaii Pacific,Independent,2696,2005,1,0,NA
Hawaii Pacific,Independent,2696,2006,1,0,NA
Hawaii Pacific,Independent,2696,2007,1,0,NA
Hawaii Pacific,Independent,2696,2008,1,0,NA
Hawaii Pacific,PacWest,2696,2009,1,19591,NA
High Point,Big South,19651,2002,1,826,HPU
High Point,Big South,19651,2003,1,826,HPU
High Point,Big South,19651,2004,1,826,HPU
High Point,Big South,19651,2005,1,826,HPU
High Point,Big South,19651,2006,1,826,HPU
High Point,Big South,19651,2007,1,826,HPU
High Point,Big South,19651,2008,1,826,HPU
High Point,Big South,19651,2009,1,826,HPU
High Point,Big South,19651,2010,1,826,HPU
High Point,Big South,19651,2011,1,826,HPU
High Point,Big South,19651,2012,1,826,HPU
High Point,Big South,19651,2013,1,826,HPU
High Point,Big South,19651,2014,1,826,HPU
High Point,Big South,19651,2015,1,826,HPU
High Point,Big South,19651,2016,1,826,HPU
High Point,Big South,19651,2017,1,826,HPU
High Point,Big South,19651,2018,1,826,HPU
High Point,Big South,19651,2019,1,826,HPU
Hilbert,ECAC,8398,2002,1,847,NA
Hilbert,Independent,8398,2003,1,0,NA
Hofstra,CAA,283,2002,1,837,HOF
Hofstra,CAA,283,2003,1,837,HOF
Hofstra,CAA,283,2004,1,837,HOF
Hofstra,CAA,283,2005,1,837,HOF
Hofstra,CAA,283,2006,1,837,HOF
Hofstra,CAA,283,2007,1,837,HOF
Hofstra,CAA,283,2008,1,837,HOF
Hofstra,CAA,283,2009,1,837,HOF
Hofstra,CAA,283,2010,1,837,HOF
Hofstra,CAA,283,2011,1,837,HOF
Hofstra,CAA,283,2012,1,837,HOF
Hofstra,CAA,283,2013,1,837,HOF
Hofstra,CAA,283,2014,1,837,HOF
Hofstra,CAA,283,2015,1,837,HOF
Hofstra,CAA,283,2016,1,837,HOF
Hofstra,CAA,283,2017,1,837,HOF
Hofstra,CAA,283,2018,1,837,HOF
Hofstra,CAA,283,2019,1,837,HOF
Holy Cross,Patriot,285,2002,1,838,HC
Holy Cross,Patriot,285,2003,1,838,HC
Holy Cross,Patriot,285,2004,1,838,HC
Holy Cross,Patriot,285,2005,1,838,HC
Holy Cross,Patriot,285,2006,1,838,HC
Holy Cross,Patriot,285,2007,1,838,HC
Holy Cross,Patriot,285,2008,1,838,HC
Holy Cross,Patriot,285,2009,1,838,HC
Holy Cross,Patriot,285,2010,1,838,HC
Holy Cross,Patriot,285,2011,1,838,HC
Holy Cross,Patriot,285,2012,1,838,HC
Holy Cross,Patriot,285,2013,1,838,HC
Holy Cross,Patriot,285,2014,1,838,HC
Holy Cross,Patriot,285,2015,1,838,HC
Holy Cross,Patriot,285,2016,1,838,HC
Holy Cross,Patriot,285,2017,1,838,HC
Holy Cross,Patriot,285,2018,1,838,HC
Holy Cross,Patriot,285,2019,1,838,HC
Houston,C-USA,288,2002,1,24312,UH
Houston,C-USA,288,2003,1,24312,UH
Houston,C-USA,288,2004,1,24312,UH
Houston,C-USA,288,2005,1,24312,UH
Houston,C-USA,288,2006,1,24312,UH
Houston,C-USA,288,2007,1,24312,UH
Houston,C-USA,288,2008,1,24312,UH
Houston,C-USA,288,2009,1,24312,UH
Houston,C-USA,288,2010,1,24312,UH
Houston,C-USA,288,2011,1,24312,UH
Houston,C-USA,288,2012,1,24312,UH
Houston,C-USA,288,2013,1,24312,UH
Houston,AAC,288,2014,1,823,UH
Houston,AAC,288,2015,1,823,UH
Houston,AAC,288,2016,1,823,UH
Houston,AAC,288,2017,1,823,UH
Houston,AAC,288,2018,1,823,UH
Houston,AAC,288,2019,1,823,UH
Houston Baptist,GWC,287,2011,1,30062,HBU
Houston Baptist,GWC,287,2012,1,30062,HBU
Houston Baptist,GWC,287,2013,1,30156,HBU
Houston Baptist,Southland,287,2014,1,914,HBU
Houston Baptist,Southland,287,2015,1,914,HBU
Houston Baptist,Southland,287,2016,1,914,HBU
Houston Baptist,Southland,287,2017,1,914,HBU
Houston Baptist,Southland,287,2018,1,914,HBU
Houston Baptist,Southland,287,2019,1,914,HBU
Howard,MEAC,290,2002,1,876,NA
Illinois,Big Ten,301,2002,1,827,ILL
Illinois,Big Ten,301,2003,1,827,ILL
Illinois,Big Ten,301,2004,1,827,ILL
Illinois,Big Ten,301,2005,1,827,ILL
Illinois,Big Ten,301,2006,1,827,ILL
Illinois,Big Ten,301,2007,1,827,ILL
Illinois,Big Ten,301,2008,1,827,ILL
Illinois,Big Ten,301,2009,1,827,ILL
Illinois,Big Ten,301,2010,1,827,ILL
Illinois,Big Ten,301,2011,1,827,ILL
Illinois,Big Ten,301,2012,1,827,ILL
Illinois,Big Ten,301,2013,1,827,ILL
Illinois,Big Ten,301,2014,1,827,ILL
Illinois,Big Ten,301,2015,1,827,ILL
Illinois,Big Ten,301,2016,1,827,ILL
Illinois,Big Ten,301,2017,1,827,ILL
Illinois,Big Ten,301,2018,1,827,ILL
Illinois,Big Ten,301,2019,1,827,ILL
Illinois St.,MVC,299,2002,1,884,ILST
Illinois St.,MVC,299,2003,1,884,ILST
Illinois St.,MVC,299,2004,1,884,ILST
Illinois St.,MVC,299,2005,1,884,ILST
Illinois St.,MVC,299,2006,1,884,ILST
Illinois St.,MVC,299,2007,1,884,ILST
Illinois St.,MVC,299,2008,1,884,ILST
Illinois St.,MVC,299,2009,1,884,ILST
Illinois St.,MVC,299,2010,1,884,ILST
Illinois St.,MVC,299,2011,1,884,ILST
Illinois St.,MVC,299,2012,1,884,ILST
Illinois St.,MVC,299,2013,1,884,ILST
Illinois St.,MVC,299,2014,1,884,ILST
Illinois St.,MVC,299,2015,1,884,ILST
Illinois St.,MVC,299,2016,1,884,ILST
Illinois St.,MVC,299,2017,1,884,ILST
Illinois St.,MVC,299,2018,1,884,ILST
Illinois St.,MVC,299,2019,1,884,ILST
Incarnate Word,Southland,2743,2014,1,914,NA
Incarnate Word,Southland,2743,2015,1,914,NA
Incarnate Word,Southland,2743,2016,1,914,NA
Incarnate Word,Southland,2743,2017,1,914,NA
Incarnate Word,Southland,2743,2018,1,914,NA
Incarnate Word,Southland,2743,2019,1,914,NA
Indiana,Big Ten,306,2002,1,827,IU
Indiana,Big Ten,306,2003,1,827,IU
Indiana,Big Ten,306,2004,1,827,IU
