home,home_abb,home_seed,home_score,away,away_abb,away_seed,away_score,location,innings,date,year,home_conf,away_conf
Minnesota,MIN,NA,3,Illinois,ILL,NA,13,NA,9,2019-04-14,2019,Big Ten,Big Ten
Santa Clara,SCU,NA,0,Pacific,PAC,NA,1,NA,9,2019-04-14,2019,WCC,WCC
Nicholls St.,NIST,NA,4,Incarnate Word,ICW,NA,7,NA,9,2019-04-14,2019,Southland,Southland
Arizona St.,ASU,NA,3,Oregon St.,ORST,NA,4,NA,9,2019-04-14,2019,Pac-12,Pac-12
UC Santa Barbara,UCSB,NA,3,UC Irvine,UCI,NA,2,NA,9,2019-04-14,2019,Big West,Big West
Cal St. Fullerton,CSF,NA,7,San Diego St.,SDSU,NA,2,NA,9,2019-04-14,2019,Big West,MWC
San Francisco,SF,NA,10,Saint Mary's (CA),SMC,NA,9,NA,12,2019-04-14,2019,WCC,WCC
High Point,HPU,NA,8,Longwood,LU,NA,7,NA,9,2019-04-15,2019,Big South,Big South
Minnesota,MIN,NA,5,Illinois,ILL,NA,4,NA,9,2019-04-15,2019,Big Ten,Big Ten
UCLA,UCLA,NA,3,Pepperdine,PEPP,NA,2,NA,9,2019-04-15,2019,Pac-12,WCC
Santa Clara,SCU,NA,1,Washington,UW,NA,11,NA,9,2019-04-15,2019,WCC,Pac-12
Gonzaga,GU,NA,6,Oregon,UO,NA,7,NA,9,2019-04-15,2019,WCC,Pac-12
South Fla.,USF,NA,3,North Florida,UNF,NA,5,NA,9,2019-04-16,2019,AAC,ASUN
Mercer,MER,NA,7,Kennesaw St.,KENN,NA,0,NA,9,2019-04-16,2019,SoCon,ASUN
UCF,UCF,NA,3,Fla. Atlantic,FAU,NA,5,NA,9,2019-04-16,2019,AAC,C-USA
Purdue,PUR,NA,5,Butler,BUT,NA,3,NA,9,2019-04-16,2019,Big Ten,Big East
Coastal Caro.,CCU,NA,6,Col. of Charleston,COC,NA,13,NA,9,2019-04-16,2019,Sun Belt,CAA
Valparaiso,VAL,NA,11,Western Mich.,WMU,NA,1,NA,7,2019-04-16,2019,MVC,MAC
NA,NA,NA,5,Central Mich.,CMU,NA,10,NA,9,2019-04-16,2019,NA,MAC
VCU,VCU,NA,5,Old Dominion,ODU,NA,7,NA,9,2019-04-16,2019,Atlantic 10,C-USA
Florida,UF,NA,8,Jacksonville,JAC,NA,4,NA,9,2019-04-16,2019,SEC,ASUN
VMI,VMI,NA,11,Richmond,RICH,NA,10,NA,11,2019-04-16,2019,SoCon,Atlantic 10
Bethune-Cookman,BCU,NA,4,FIU,FIU,NA,7,NA,9,2019-04-16,2019,MEAC,C-USA
Notre Dame,ND,NA,6,Northwestern,NW,NA,2,NA,9,2019-04-16,2019,ACC,Big Ten
Elon,ELON,NA,4,East Carolina,ECU,NA,9,NA,9,2019-04-16,2019,CAA,AAC
St. John's (NY),SJ,NA,11,Fairleigh Dickinson,FDU,NA,4,NA,9,2019-04-16,2019,Big East,NEC
UNC Greensboro,UNCG,NA,4,Campbell,CAMP,NA,7,NA,9,2019-04-16,2019,SoCon,Big South
Duke,DUKE,NA,13,Texas Tech,TTU,NA,6,NA,9,2019-04-16,2019,ACC,Big 12
Maryland,UMD,NA,1,James Madison,JMU,NA,14,NA,9,2019-04-16,2019,Big Ten,CAA
Indiana,IU,NA,14,Ball St.,BSU,NA,3,NA,9,2019-04-16,2019,Big Ten,MAC
Wake Forest,WF,NA,6,Liberty,LIB,NA,2,NA,9,2019-04-16,2019,ACC,ASUN
Miami (FL),MIAM,NA,13,FGCU,FGCU,NA,4,NA,9,2019-04-16,2019,ACC,ASUN
Marshall,MRSH,NA,4,Ohio,OHIO,NA,3,NA,11,2019-04-16,2019,C-USA,MAC
Kentucky,UK,NA,6,Louisville,UL,NA,18,NA,9,2019-04-16,2019,SEC,ACC
Navy,NAVY,NA,17,Georgetown,GTWN,NA,3,NA,9,2019-04-16,2019,Patriot,Big East
Georgia St.,GAST,NA,5,Savannah St.,SVST,NA,1,NA,9,2019-04-16,2019,Sun Belt,MEAC
Georgia Tech,GT,NA,11,Auburn,AUB,NA,6,NA,9,2019-04-16,2019,ACC,SEC
North Carolina,UNC,NA,2,South Carolina,SC,NA,5,"@Charlotte, NC",9,2019-04-16,2019,ACC,SEC
UNC Asheville,UNCA,NA,2,Furman,FURM,NA,3,NA,9,2019-04-16,2019,Big South,SoCon
Eastern Mich.,EMU,NA,1,Dayton,DAY,NA,4,NA,9,2019-04-16,2019,MAC,Atlantic 10
Monmouth,MON,NA,3,Seton Hall,SET,NA,6,NA,9,2019-04-16,2019,MAAC,Big East
Davidson,DAV,NA,10,Presbyterian,PRES,NA,8,NA,9,2019-04-16,2019,Atlantic 10,Big South
Pittsburgh,PITT,NA,16,Youngstown St.,YSU,NA,6,NA,9,2019-04-16,2019,ACC,Horizon
Milwaukee,MIL,NA,5,NA,NA,NA,4,NA,12,2019-04-16,2019,Horizon,NA
Nebraska,NEB,NA,0,Kansas St.,KSU,NA,5,NA,9,2019-04-16,2019,Big Ten,Big 12
Oklahoma St.,OKST,NA,6,DBU,DBU,NA,3,NA,9,2019-04-16,2019,Big 12,MVC
Eastern Ill.,EIU,NA,6,Chicago St.,CSU,NA,3,NA,9,2019-04-16,2019,OVC,WAC
Baylor,BAY,NA,9,Sam Houston St.,SHSU,NA,6,NA,9,2019-04-16,2019,Big 12,Southland
Murray St.,MUR,NA,12,Evansville,EVAN,NA,16,NA,9,2019-04-16,2019,OVC,MVC
New Orleans,UNO,NA,15,Tulane,TUL,NA,10,NA,9,2019-04-16,2019,Southland,AAC
Lipscomb,LIP,NA,12,Middle Tenn.,MTU,NA,10,NA,9,2019-04-16,2019,ASUN,C-USA
Missouri St.,MOST,NA,6,Missouri,MIZ,NA,14,NA,9,2019-04-16,2019,MVC,SEC
Arkansas St.,ARST,NA,8,Southeast Mo. St.,SEMO,NA,4,NA,9,2019-04-16,2019,Sun Belt,OVC
Iowa,IOWA,NA,8,Northern Ill.,NIU,NA,6,NA,9,2019-04-16,2019,Big Ten,MAC
Arkansas,ARK,NA,16,Ark.-Pine Bluff,ARPB,NA,4,NA,7,2019-04-16,2019,SEC,SWAC
Troy,TROY,NA,5,Samford,SAMF,NA,15,NA,9,2019-04-16,2019,Sun Belt,SoCon
Southern U.,SOU,NA,11,Alcorn,ALCN,NA,1,NA,7,2019-04-16,2019,SWAC,SWAC
Houston,UH,NA,4,Texas A&M,TAMU,NA,1,NA,9,2019-04-16,2019,AAC,SEC
LSU,LSU,NA,5,Louisiana,ULL,NA,6,"@Metairie, LA",9,2019-04-16,2019,SEC,Sun Belt
Vanderbilt,VAN,NA,7,Indiana St.,INST,NA,1,NA,9,2019-04-16,2019,SEC,MVC
Texas,UT,NA,7,Lamar University,LAM,NA,2,NA,9,2019-04-16,2019,Big 12,Southland
UAB,UAB,NA,2,Alabama,ALA,NA,3,NA,9,2019-04-16,2019,C-USA,SEC
Saint Louis,SLU,NA,4,NA,NA,NA,5,NA,13,2019-04-16,2019,Atlantic 10,NA
Prairie View,PV,NA,14,NA,NA,NA,7,NA,7,2019-04-16,2019,SWAC,NA
Prairie View,PV,NA,4,NA,NA,NA,10,NA,7,2019-04-16,2019,SWAC,NA
New Mexico,NMU,NA,8,New Mexico St.,NMST,NA,11,NA,10,2019-04-16,2019,MWC,WAC
Stanford,STAN,NA,6,UC Davis,UCD,NA,8,NA,9,2019-04-16,2019,Pac-12,Big West
Fresno St.,FRES,NA,7,CSU Bakersfield,CSUB,NA,6,NA,9,2019-04-16,2019,MWC,WAC
NA,NA,NA,5,UC Riverside,UCR,NA,4,NA,11,2019-04-16,2019,NA,Big West
Southern California,USC,NA,5,Pepperdine,PEPP,NA,2,NA,9,2019-04-16,2019,Pac-12,WCC
California Baptist,CBU,NA,4,San Diego,USD,NA,5,NA,9,2019-04-16,2019,WAC,WCC
Massachusetts,UMASS,NA,7,UConn,CONN,NA,10,NA,9,2019-04-16,2019,Atlantic 10,AAC
Quinnipiac,QUIN,NA,12,Yale,YALE,NA,8,NA,9,2019-04-16,2019,MAAC,Ivy League
Bryant,BRY,NA,12,Rhode Island,URI,NA,16,NA,9,2019-04-16,2019,NEC,Atlantic 10
Dartmouth,DART,NA,7,NA,NA,NA,15,NA,9,2019-04-16,2019,Ivy League,NA
Siena,SIE,NA,1,Central Conn. St.,CCST,NA,8,NA,9,2019-04-16,2019,MAAC,NEC
La Salle,LS,NA,7,Penn,PENN,NA,6,NA,9,2019-04-16,2019,Atlantic 10,Ivy League
Coppin St.,COPP,NA,13,Mount St. Mary's,MSM,NA,10,NA,9,2019-04-16,2019,MEAC,NEC
Saint Peter's,SAIN,NA,6,Wagner,WAG,NA,17,NA,9,2019-04-16,2019,MAAC,NEC
Toledo,TOL,NA,19,Oakland,OAK,NA,8,NA,9,2019-04-16,2019,MAC,Horizon
Fairfield,FAIR,NA,6,Fordham,FORD,NA,5,NA,9,2019-04-16,2019,MAAC,Atlantic 10
Belmont,BEL,NA,7,Western Ky.,WKU,NA,12,NA,9,2019-04-16,2019,OVC,C-USA
Manhattan,MAN,NA,4,LIU Brooklyn,LIU,NA,6,NA,9,2019-04-16,2019,MAAC,NEC
San Francisco,SF,NA,1,Nevada,NEV,NA,8,NA,9,2019-04-16,2019,WCC,MWC
ETSU,ETSU,NA,4,Appalachian St.,APST,NA,0,NA,9,2019-04-16,2019,SoCon,Sun Belt
Ga. Southern,GASO,NA,7,Charleston So.,CHSO,NA,4,NA,9,2019-04-16,2019,Sun Belt,Big South
UMBC,UMBC,NA,2,Towson,TOW,NA,7,NA,9,2019-04-16,2019,America East,CAA
Virginia,UVA,NA,6,Radford,RAD,NA,3,NA,9,2019-04-16,2019,ACC,Big South
N.C. Central,NCCU,NA,9,Longwood,LU,NA,6,NA,9,2019-04-16,2019,MEAC,Big South
Tennessee,TENN,NA,3,Morehead St.,MRST,NA,1,NA,9,2019-04-16,2019,SEC,OVC
UNCW,UNCW,NA,7,NC State,NCST,NA,14,NA,9,2019-04-16,2019,CAA,ACC
Charlotte,CHAR,NA,4,Gardner-Webb,GW,NA,11,NA,9,2019-04-16,2019,C-USA,Big South
Cincinnati,UC,NA,15,Miami (OH),MU,NA,5,NA,9,2019-04-16,2019,AAC,MAC
Winthrop,WIN,NA,8,Wofford,WOF,NA,4,NA,9,2019-04-16,2019,Big South,SoCon
Saint Mary's (CA),SMC,NA,14,San Jose St.,SJSU,NA,1,NA,9,2019-04-16,2019,WCC,MWC
North Ala.,NAU,NA,14,Alabama St.,ALST,NA,2,NA,9,2019-04-16,2019,ASUN,SWAC
Ohio St.,OSU,NA,8,Xavier,XAV,NA,5,NA,9,2019-04-16,2019,Big Ten,Big East
A&M-Corpus Christi,AMCC,NA,4,UTSA,UTSA,NA,16,NA,7,2019-04-16,2019,Southland,C-USA
Illinois,ILL,NA,8,Bradley,BRAD,NA,12,NA,9,2019-04-16,2019,Big Ten,MVC
SIUE,SIUE,NA,13,Western Ill.,WIU,NA,3,NA,7,2019-04-16,2019,OVC,Summit League
Grambling,GSU,NA,9,Mississippi Val.,MVSU,NA,7,NA,9,2019-04-16,2019,SWAC,SWAC
Tennessee Tech,TNTC,NA,28,Alabama A&M,AAMU,NA,8,NA,9,2019-04-16,2019,OVC,SWAC
Austin Peay,PEAY,NA,12,Southern Ill.,SIU,NA,9,NA,9,2019-04-16,2019,OVC,MVC
Georgia,UGA,NA,3,Clemson,CLEM,NA,2,NA,20,2019-04-16,2019,SEC,ACC
Oral Roberts,ORU,NA,3,Oklahoma,OU,NA,2,NA,9,2019-04-16,2019,Summit League,Big 12
Minnesota,MIN,NA,5,South Dakota St.,SDST,NA,1,NA,9,2019-04-16,2019,Big Ten,Summit League
McNeese,MCNS,NA,3,Southeastern La.,SELA,NA,12,NA,9,2019-04-16,2019,Southland,Southland
La.-Monroe,ULM,NA,0,Louisiana Tech,LTU,NA,5,NA,9,2019-04-16,2019,Sun Belt,C-USA
Little Rock,LR,NA,4,Central Ark.,UCA,NA,2,NA,9,2019-04-16,2019,Sun Belt,Southland
Texas St.,TXST,NA,17,Houston Baptist,HBU,NA,8,NA,9,2019-04-16,2019,Sun Belt,Southland
Delaware,DEL,NA,6,Saint Joseph's,SJU,NA,5,NA,9,2019-04-16,2019,CAA,Atlantic 10
UIC,UIC,NA,6,Illinois St.,ILST,NA,1,NA,9,2019-04-16,2019,Horizon,MVC
Ole Miss,MISS,NA,5,Memphis,MEM,NA,2,NA,9,2019-04-16,2019,SEC,AAC
Mississippi St.,MSST,NA,5,Texas Southern,TSU,NA,1,NA,9,2019-04-16,2019,SEC,SWAC
UT Arlington,UTA,NA,6,TCU,TCU,NA,3,NA,9,2019-04-16,2019,Sun Belt,Big 12
Abilene Christian,ACU,NA,11,NA,NA,NA,0,NA,7,2019-04-16,2019,Southland,NA
South Alabama,SAU,NA,4,Southern Miss.,USM,NA,1,NA,9,2019-04-16,2019,Sun Belt,C-USA
Utah,UTAH,NA,11,Utah Valley,UVU,NA,5,NA,9,2019-04-16,2019,Pac-12,WAC
UC Irvine,UCI,NA,6,San Diego St.,SDSU,NA,5,NA,9,2019-04-16,2019,Big West,MWC
Arizona St.,ASU,NA,12,Seattle U,SEA,NA,5,NA,9,2019-04-16,2019,Pac-12,WAC
Northeastern,NEU,NA,3,Boston College,BC,NA,5,"@Boston, MA",9,2019-04-17,2019,CAA,ACC
Kent St.,KENT,NA,9,Pittsburgh,PITT,NA,8,NA,9,2019-04-17,2019,MAC,ACC
UMBC,UMBC,NA,6,UMES,UMES,NA,1,NA,9,2019-04-17,2019,America East,MEAC
Towson,TOW,NA,2,Coppin St.,COPP,NA,5,NA,9,2019-04-17,2019,CAA,MEAC
Michigan,UM,NA,10,Bowling Green,BG,NA,5,NA,9,2019-04-17,2019,Big Ten,MAC
Bucknell,BUCK,NA,1,Navy,NAVY,NA,3,NA,9,2019-04-17,2019,Patriot,Patriot
Michigan St.,MSU,NA,5,Eastern Mich.,EMU,NA,3,NA,9,2019-04-17,2019,Big Ten,MAC
Massachusetts,UMASS,NA,10,Harvard,HARV,NA,9,"@Boston, MA",9,2019-04-17,2019,Atlantic 10,Ivy League
Wright St.,WRST,NA,11,NA,NA,NA,0,NA,9,2019-04-17,2019,Horizon,NA
William & Mary,WM,NA,2,George Washington,GWU,NA,1,NA,9,2019-04-17,2019,CAA,Atlantic 10
Fairfield,FAIR,NA,7,Sacred Heart,SHU,NA,0,NA,9,2019-04-17,2019,MAAC,NEC
Albany (NY),ALBY,NA,1,Iona,IONA,NA,13,NA,9,2019-04-17,2019,America East,MAAC
NA,NA,NA,7,Prairie View,PV,NA,12,NA,7,2019-04-17,2019,NA,SWAC
NA,NA,NA,3,Prairie View,PV,NA,9,NA,7,2019-04-17,2019,NA,SWAC
Northwestern St.,NWST,NA,6,NA,NA,NA,3,NA,9,2019-04-17,2019,Southland,NA
Alcorn,ALCN,NA,12,NA,NA,NA,4,NA,9,2019-04-17,2019,SWAC,NA
Quinnipiac,QUIN,NA,5,Bryant,BRY,NA,14,NA,9,2019-04-17,2019,MAAC,NEC
Army West Point,ARMY,NA,8,Holy Cross,HC,NA,5,NA,9,2019-04-17,2019,Patriot,Patriot
Purdue Fort Wayne,PUFW,NA,7,Toledo,TOL,NA,11,NA,9,2019-04-17,2019,Summit League,MAC
Rutgers,RUT,NA,4,Hofstra,HOF,NA,6,NA,9,2019-04-17,2019,Big Ten,CAA
George Mason,GMU,NA,9,Maryland,UMD,NA,5,NA,9,2019-04-17,2019,Atlantic 10,Big Ten
Princeton,PRIN,NA,11,Rider,RID,NA,0,NA,9,2019-04-17,2019,Ivy League,MAAC
Columbia,COL,NA,1,Monmouth,MON,NA,0,NA,9,2019-04-17,2019,Ivy League,MAAC
Lafayette,LC,NA,1,Lehigh,LEH,NA,12,NA,9,2019-04-17,2019,Patriot,Patriot
Binghamton,BING,NA,5,Marist,MAR,NA,11,NA,9,2019-04-17,2019,America East,MAAC
Illinois St.,ILST,NA,2,Sacramento St.,SAC,NA,1,NA,9,2019-04-17,2019,MVC,WAC
Hartford,HART,NA,7,Rhode Island,URI,NA,10,"@Hartford, Conn.",9,2019-04-17,2019,America East,Atlantic 10
NA,NA,NA,2,UT Martin,UTM,NA,7,NA,9,2019-04-17,2019,NA,OVC
Omaha,OMA,NA,5,Nebraska,NEB,NA,8,NA,9,2019-04-17,2019,Summit League,Big Ten
East Carolina,ECU,NA,5,UConn,CONN,NA,1,NA,9,2019-04-18,2019,AAC,AAC
Kentucky,UK,NA,2,Tennessee,TENN,NA,4,NA,9,2019-04-18,2019,SEC,SEC
St. John's (NY),SJ,NA,1,Villanova,VU,NA,5,NA,9,2019-04-18,2019,Big East,Big East
Western Caro.,WCU,NA,4,Furman,FURM,NA,9,NA,9,2019-04-18,2019,SoCon,SoCon
South Fla.,USF,NA,9,The Citadel,CIT,NA,1,NA,9,2019-04-18,2019,AAC,SoCon
Coastal Caro.,CCU,NA,2,Ga. Southern,GASO,NA,9,NA,9,2019-04-18,2019,Sun Belt,Sun Belt
FGCU,FGCU,NA,12,Jacksonville,JAC,NA,1,NA,9,2019-04-18,2019,ASUN,ASUN
Savannah St.,SVST,NA,5,Florida A&M,FAMU,NA,7,NA,9,2019-04-18,2019,MEAC,MEAC
Liberty,LIB,NA,5,N.C. A&T,NCAT,NA,1,NA,9,2019-04-18,2019,ASUN,MEAC
James Madison,JMU,NA,5,St. Bonaventure,SBU,NA,1,NA,9,2019-04-18,2019,CAA,Atlantic 10
Presbyterian,PRES,NA,6,High Point,HPU,NA,1,NA,9,2019-04-18,2019,Big South,Big South
Seton Hall,SET,NA,1,Creighton,CREI,NA,5,NA,9,2019-04-18,2019,Big East,Big East
Central Conn. St.,CCST,NA,4,Bryant,BRY,NA,16,NA,9,2019-04-18,2019,NEC,NEC
South Carolina,SC,NA,2,Texas A&M,TAMU,NA,8,NA,9,2019-04-18,2019,SEC,SEC
Louisville,UL,NA,7,Miami (FL),MIAM,NA,5,NA,9,2019-04-18,2019,ACC,ACC
Fordham,FORD,NA,4,Saint Louis,SLU,NA,7,NA,9,2019-04-18,2019,Atlantic 10,Atlantic 10
Morehead St.,MRST,NA,11,Eastern Ill.,EIU,NA,8,NA,9,2019-04-18,2019,OVC,OVC
UNC Asheville,UNCA,NA,2,Charleston So.,CHSO,NA,3,NA,9,2019-04-18,2019,Big South,Big South
NJIT,NJIT,NA,5,Lipscomb,LIP,NA,1,NA,9,2019-04-18,2019,ASUN,ASUN
VMI,VMI,NA,1,Mercer,MER,NA,2,NA,9,2019-04-18,2019,SoCon,SoCon
Youngstown St.,YSU,NA,8,Northern Ky.,NKU,NA,10,NA,9,2019-04-18,2019,Horizon,Horizon
NJIT,NJIT,NA,4,Lipscomb,LIP,NA,7,NA,9,2019-04-18,2019,ASUN,ASUN
VMI,VMI,NA,0,Mercer,MER,NA,3,NA,9,2019-04-18,2019,SoCon,SoCon
UNC Asheville,UNCA,NA,2,Charleston So.,CHSO,NA,8,NA,9,2019-04-18,2019,Big South,Big South
Morehead St.,MRST,NA,10,Eastern Ill.,EIU,NA,8,NA,9,2019-04-18,2019,OVC,OVC
Youngstown St.,YSU,NA,6,Northern Ky.,NKU,NA,7,NA,9,2019-04-18,2019,Horizon,Horizon
Fordham,FORD,NA,3,Saint Louis,SLU,NA,1,NA,9,2019-04-18,2019,Atlantic 10,Atlantic 10
Missouri St.,MOST,NA,8,New Orleans,UNO,NA,3,NA,9,2019-04-18,2019,MVC,Southland
Rice,RICE,NA,10,Middle Tenn.,MTU,NA,4,NA,9,2019-04-18,2019,C-USA,C-USA
Oklahoma St.,OKST,NA,15,Texas,UT,NA,0,NA,9,2019-04-18,2019,Big 12,Big 12
UAB,UAB,NA,1,UTSA,UTSA,NA,12,NA,8,2019-04-18,2019,C-USA,C-USA
Texas Tech,TTU,NA,10,Baylor,BAY,NA,11,NA,11,2019-04-18,2019,Big 12,Big 12
LSU,LSU,NA,9,Florida,UF,NA,16,NA,9,2019-04-18,2019,SEC,SEC
Kansas St.,KSU,NA,7,TCU,TCU,NA,4,NA,9,2019-04-18,2019,Big 12,Big 12
Samford,SAMF,NA,7,UNC Greensboro,UNCG,NA,3,NA,9,2019-04-18,2019,SoCon,SoCon
Arkansas,ARK,NA,5,Mississippi St.,MSST,NA,3,NA,9,2019-04-18,2019,SEC,SEC
Alabama A&M,AAMU,NA,2,Alabama St.,ALST,NA,4,NA,9,2019-04-18,2019,SWAC,SWAC
Auburn,AUB,NA,7,Ole Miss,MISS,NA,4,NA,9,2019-04-18,2019,SEC,SEC
Louisiana Tech,LTU,NA,3,Marshall,MRSH,NA,7,NA,9,2019-04-18,2019,C-USA,C-USA
New Mexico,NMU,NA,10,UC Riverside,UCR,NA,18,NA,9,2019-04-18,2019,MWC,Big West
Utah Valley,UVU,NA,0,New Mexico St.,NMST,NA,14,NA,7,2019-04-18,2019,WAC,WAC
Oregon St.,ORST,NA,8,Arizona,ARIZ,NA,4,NA,9,2019-04-18,2019,Pac-12,Pac-12
Grand Canyon,GCU,NA,14,Seattle U,SEA,NA,4,NA,8,2019-04-18,2019,WAC,WAC
Southern California,USC,NA,4,Washington St.,WSU,NA,0,NA,9,2019-04-18,2019,Pac-12,Pac-12
Washington,UW,NA,1,BYU,BYU,NA,0,NA,9,2019-04-18,2019,Pac-12,WCC
UCLA,UCLA,NA,8,California,CAL,NA,7,NA,9,2019-04-18,2019,Pac-12,Pac-12
San Diego,USD,NA,4,Portland,POR,NA,3,NA,10,2019-04-18,2019,WCC,WCC
Long Beach St.,LBST,NA,2,Cal Poly,CP,NA,4,NA,9,2019-04-18,2019,Big West,Big West
San Jose St.,SJSU,NA,6,Fresno St.,FRES,NA,8,NA,9,2019-04-18,2019,MWC,MWC
CSU Bakersfield,CSUB,NA,7,Northern Colo.,UNCO,NA,9,NA,10,2019-04-18,2019,WAC,WAC
Hawaii,HAW,NA,2,Cal St. Fullerton,CSF,NA,5,NA,9,2019-04-18,2019,Big West,Big West
Mount St. Mary's,MSM,NA,4,Wagner,WAG,NA,8,NA,12,2019-04-18,2019,NEC,NEC
Xavier,XAV,NA,6,Butler,BUT,NA,5,NA,9,2019-04-18,2019,Big East,Big East
Fairleigh Dickinson,FDU,NA,3,LIU Brooklyn,LIU,NA,5,NA,9,2019-04-18,2019,NEC,NEC
Delaware St.,DEST,NA,15,UMES,UMES,NA,5,NA,7,2019-04-18,2019,MEAC,MEAC
Saint Joseph's,SJU,NA,20,La Salle,LS,NA,7,NA,9,2019-04-18,2019,Atlantic 10,Atlantic 10
Belmont,BEL,NA,9,Murray St.,MUR,NA,6,NA,9,2019-04-18,2019,OVC,OVC
Winthrop,WIN,NA,2,Gardner-Webb,GW,NA,0,NA,9,2019-04-18,2019,Big South,Big South
Radford,RAD,NA,10,Longwood,LU,NA,6,NA,9,2019-04-18,2019,Big South,Big South
Saint Mary's (CA),SMC,NA,5,NA,NA,NA,0,NA,9,2019-04-18,2019,WCC,NA
Wake Forest,WF,NA,7,NC State,NCST,NA,3,NA,9,2019-04-18,2019,ACC,ACC
Virginia Tech,VTU,NA,3,Georgia Tech,GT,NA,2,NA,9,2019-04-18,2019,ACC,ACC
Virginia,UVA,NA,2,Florida St.,FSU,NA,14,NA,9,2019-04-18,2019,ACC,ACC
UC Santa Barbara,UCSB,NA,9,UC Davis,UCD,NA,8,NA,9,2019-04-18,2019,Big West,Big West
Eastern Ky.,EKU,NA,3,Jacksonville St.,JVST,NA,18,NA,9,2019-04-18,2019,OVC,OVC
ETSU,ETSU,NA,7,Wofford,WOF,NA,1,NA,9,2019-04-18,2019,SoCon,SoCon
USC Upstate,USCU,NA,6,Campbell,CAMP,NA,9,NA,9,2019-04-18,2019,Big South,Big South
N.C. Central,NCCU,NA,3,Bethune-Cookman,BCU,NA,2,NA,9,2019-04-18,2019,MEAC,MEAC
Stetson,STE,NA,9,Kennesaw St.,KENN,NA,3,NA,9,2019-04-18,2019,ASUN,ASUN
North Ala.,NAU,NA,4,North Florida,UNF,NA,10,NA,9,2019-04-18,2019,ASUN,ASUN
Wichita St.,WICH,NA,8,UCF,UCF,NA,6,NA,9,2019-04-18,2019,AAC,AAC
A&M-Corpus Christi,AMCC,NA,1,SFA,SFA,NA,6,NA,9,2019-04-18,2019,Southland,Southland
Texas St.,TXST,NA,16,Arkansas St.,ARST,NA,14,NA,9,2019-04-18,2019,Sun Belt,Sun Belt
Georgia,UGA,NA,3,Missouri,MIZ,NA,0,NA,9,2019-04-18,2019,SEC,SEC
Incarnate Word,ICW,NA,6,Houston Baptist,HBU,NA,3,NA,9,2019-04-18,2019,Southland,Southland
Abilene Christian,ACU,NA,6,Lamar University,LAM,NA,4,NA,9,2019-04-18,2019,Southland,Southland
UT Arlington,UTA,NA,9,Louisiana,ULL,NA,8,NA,9,2019-04-18,2019,Sun Belt,Sun Belt
Houston,UH,NA,2,Cincinnati,UC,NA,3,NA,9,2019-04-18,2019,AAC,AAC
Troy,TROY,NA,8,Appalachian St.,APST,NA,2,NA,9,2019-04-18,2019,Sun Belt,Sun Belt
UTRGV,UTRG,NA,3,California Baptist,CBU,NA,6,NA,9,2019-04-18,2019,WAC,WAC
Utah,UTAH,NA,6,Arizona St.,ASU,NA,11,NA,12,2019-04-18,2019,Pac-12,Pac-12
UC Irvine,UCI,NA,7,CSUN,CSUN,NA,1,NA,9,2019-04-18,2019,Big West,Big West
Santa Clara,SCU,NA,4,Gonzaga,GU,NA,0,NA,9,2019-04-18,2019,WCC,WCC
Pacific,PAC,NA,13,San Francisco,SF,NA,6,NA,9,2019-04-18,2019,WCC,WCC
Nevada,NEV,NA,16,UNLV,UNLV,NA,8,NA,9,2019-04-18,2019,MWC,MWC
Oregon,UO,NA,4,Stanford,STAN,NA,5,NA,9,2019-04-18,2019,Pac-12,Pac-12
Louisville,UL,NA,11,Miami (FL),MIAM,NA,16,NA,9,2019-04-19,2019,ACC,ACC
Seton Hall,SET,NA,1,Creighton,CREI,NA,11,NA,9,2019-04-19,2019,Big East,Big East
NJIT,NJIT,NA,5,Lipscomb,LIP,NA,10,NA,9,2019-04-19,2019,ASUN,ASUN
James Madison,JMU,NA,7,St. Bonaventure,SBU,NA,4,NA,8,2019-04-19,2019,CAA,Atlantic 10
Kentucky,UK,NA,1,Tennessee,TENN,NA,16,NA,9,2019-04-19,2019,SEC,SEC
Sacred Heart,SHU,NA,9,Rhode Island,URI,NA,1,NA,9,2019-04-19,2019,NEC,Atlantic 10
Bowling Green,BG,NA,1,Western Mich.,WMU,NA,5,NA,9,2019-04-19,2019,MAC,MAC
Western Ky.,WKU,NA,5,Fla. Atlantic,FAU,NA,8,NA,9,2019-04-19,2019,C-USA,C-USA
Toledo,TOL,NA,4,Central Mich.,CMU,NA,3,NA,9,2019-04-19,2019,MAC,MAC
Northeastern,NEU,NA,7,Col. of Charleston,COC,NA,0,NA,9,2019-04-19,2019,CAA,CAA
Michigan St.,MSU,NA,4,Indiana,IU,NA,13,NA,9,2019-04-19,2019,Big Ten,Big Ten
Clemson,CLEM,NA,8,Duke,DUKE,NA,9,NA,9,2019-04-19,2019,ACC,ACC
Canisius,CAN,NA,7,Saint Peter's,SAIN,NA,5,NA,9,2019-04-19,2019,MAAC,MAAC
St. John's (NY),SJ,NA,24,Villanova,VU,NA,6,"@Old Westbury, NY",9,2019-04-19,2019,Big East,Big East
Delaware St.,DEST,NA,8,UMES,UMES,NA,12,NA,9,2019-04-19,2019,MEAC,MEAC
Central Conn. St.,CCST,NA,4,Bryant,BRY,NA,15,NA,9,2019-04-19,2019,NEC,NEC
Stony Brook,SB,NA,8,Albany (NY),ALBY,NA,3,NA,9,2019-04-19,2019,America East,America East
